x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,-0.4860225265217677,-0.02558013297482988,-0.8953046541190457,-0.38370199462244814,-1.0743655849428548,-0.7929841222197263,-1.1127357844050996,-1.1383159173799295,-0.7034536568078217,-0.8697245211442158,-0.7546139227574814,-1.2278463827918342,-0.6650834573455768,-0.8953046541190457,-0.5755529919336723,-0.6522933908581618,-0.3581218616476183,-0.9336748535812905,-0.4348622605721079,-1.3045867817163237,-0.3709119281350332,-0.844144388169386,-0.3197516621853735,-0.5755529919336723,-0.05116026594965976,-0.9080947206064607,-0.07674039892448964,-1.2278463827918342,-0.07674039892448964,-0.7674039892448963,-0.07674039892448964,-0.5243927259840125,0.3197516621853735,-0.8185642551945561,0.28138146272312864,-1.1255258508925146,0.21743113028605396,-0.8185642551945561,0.1662708643363942,-0.6139231913959171,a
0.0,0.0,-0.5051745661470688,-0.03885958201131299,-0.8549108042488857,-0.46631498413575584,-0.9455831622752826,-0.8937703862601987,-0.9973959382903667,-1.2305534303582446,-0.6088001181772368,-0.9326299682715117,-0.6476597001885498,-1.2694130123695575,-0.5958469241734657,-0.9326299682715117,-0.5310809541546108,-0.6735660881960918,-0.2849702680829619,-0.9585363562790536,-0.3367830440980459,-1.3082725943808706,-0.3238298500942749,-0.8678639982526567,-0.2849702680829619,-0.5958469241734657,0.03885958201131299,-0.9326299682715117,0.0,-1.2176002363544736,-0.02590638800754199,-0.7771916402262598,-0.03885958201131299,-0.5440341481583818,0.3756426261093589,-0.8160512222375728,0.36268943210558785,-1.0880682963167636,0.2590638800754199,-0.7901448342300307,0.18134471605279393,-0.5828937301696948,a
0.0,0.0,-0.48194021041480806,-0.02536527423235832,-0.8243714125516454,-0.48194021041480806,-0.9258325094810786,-0.9131498723648995,-0.9638804208296161,-1.2555810745017368,-0.5960839444604205,-0.9258325094810786,-0.6468144929251372,-1.280946348734095,-0.5960839444604205,-0.9385151465972579,-0.5199881217633455,-0.6975450413898537,-0.2663353794397624,-0.9638804208296161,-0.3424312021368373,-1.3316768971988118,-0.317065927904479,-0.9004672352487203,-0.2536527423235832,-0.634131855808958,0.03804791134853748,-0.9258325094810786,-0.01268263711617916,-1.2428984373855576,-0.03804791134853748,-0.8243714125516454,-0.01268263711617916,-0.5834013073442413,0.39316175060155395,-0.8497366867840037,0.3424312021368373,-1.1541199775723034,0.2536527423235832,-0.8624193239001828,0.2156048309750457,-0.6594971300413163,a
0.0,0.0,-0.4870056358180793,-0.024974647990670732,-0.8241633836921342,-0.47451831182274395,-0.9240619756548172,-0.9115746516594818,-0.9740112716361586,-1.2487323995335367,-0.5993915517760976,-0.9240619756548172,-0.6618281717527744,-1.2737070475242074,-0.611878875771433,-0.9365492996501525,-0.5369549317994208,-0.6868028197434451,-0.27472112789737807,-0.9615239476408233,-0.34964507186939026,-1.3236563435055488,-0.3371577478740549,-0.8741126796734756,-0.28720845189271343,-0.6368535237621037,0.024974647990670732,-0.9240619756548172,-0.0374619719860061,-1.2362450755382013,-0.049949295981341464,-0.7991887357014634,-0.024974647990670732,-0.5744169037854269,0.38710704385539635,-0.8491380316828049,0.3371577478740549,-1.1363464835755184,0.23725915591137198,-0.8366507076874695,0.19979718392536586,-0.6368535237621037,a
0.0,0.0,-0.4785726405922567,-0.11043984013667461,-0.8344343476993193,-0.5031148272892955,-0.9203320011389551,-0.9080609077904357,-0.944874187835994,-1.251651521548979,-0.552199200683373,-0.9571452811845134,-0.6012835740774507,-1.2761937082460177,-0.5767413873804119,-0.9326030944874746,-0.5276570139863342,-0.6994523208656059,-0.24542186697038804,-0.9694163745330328,-0.31904842706150444,-1.3007358949430565,-0.31904842706150444,-0.8712476277448775,-0.2699640536674268,-0.6012835740774507,0.049084373394077604,-0.9326030944874746,0.0,-1.2148382415034207,-0.049084373394077604,-0.7730788809567223,-0.024542186697038802,-0.552199200683373,0.39267498715262084,-0.8221632543508,0.3313195204100238,-1.104398401366746,0.22087968027334923,-0.8098921610022806,0.17179530687927164,-0.6135546674259701,a
0.0,0.0,-0.5083469313504059,-0.1363857620696211,-0.8927068062738835,-0.45875210877963457,-1.1034848021996615,-0.8183145724177265,-1.2398705642692827,-1.14068091912774,-0.6199352821346413,-0.9051055119165764,-0.7439223385615696,-1.2398705642692827,-0.6695301047054126,-0.929902923201962,-0.57034045956387,-0.7191249272761839,-0.3347650523527063,-0.9423016288446548,-0.4339546974942489,-1.2770666811973612,-0.4215559918515561,-0.8679093949884978,-0.3347650523527063,-0.6571313990627198,-0.061993528213464134,-0.9423016288446548,-0.14878446771231393,-1.2274718586265898,-0.14878446771231393,-0.8307132780604194,-0.11158835078423544,-0.6199352821346413,0.26037281849654936,-0.8679093949884978,0.1859805846403924,-1.153079624770433,0.11158835078423544,-0.8803081006311907,0.11158835078423544,-0.6819288103481055,a
0.0,0.0,-0.5153253011206647,-0.11594819275214954,-0.9275855420171963,-0.42514337342454833,-1.1208325299374455,-0.7601048191529803,-1.1981313251055454,-1.0821831323533957,-0.6570397589288475,-0.8889361444331465,-0.772987951680997,-1.1981313251055454,-0.7343385540969471,-0.9018192769611632,-0.6441566264008308,-0.6570397589288475,-0.3736108433124819,-0.9275855420171963,-0.502442168592648,-1.2625469877456283,-0.4766759035366148,-0.87605301190513,-0.3993771083685151,-0.6183903613447976,-0.10306506022413293,-0.9275855420171963,-0.2190132529762825,-1.211014457633562,-0.2190132529762825,-0.8374036143210801,-0.167480722864216,-0.605507228816781,0.20613012044826587,-0.87605301190513,0.10306506022413293,-1.1594819275214956,0.025766265056033234,-0.9018192769611632,0.025766265056033234,-0.6828060239848807,a
0.0,0.0,-0.49708923100831903,-0.009205356129783687,-0.9481516813677197,-0.39583031358069853,-1.1506695162229608,-0.8008659832911807,-1.2519284336505814,-1.1598748723527446,-0.6996070658635601,-0.8745088323294502,-0.8008659832911807,-1.2427230775207976,-0.7088124219933438,-0.9297409691081523,-0.6259642168252907,-0.6811963536039928,-0.36821424519134743,-0.9297409691081523,-0.469473162618968,-1.3255712826888508,-0.4142410258402659,-0.8745088323294502,-0.3405981768019964,-0.6075535045657233,-0.04602678064891843,-0.9205356129783686,-0.11966962968718792,-1.2703391459101487,-0.11046427355740424,-0.8100713394209644,-0.08284820516805318,-0.5615267239168049,0.294571396153078,-0.8284820516805318,0.24854461550415952,-1.1506695162229608,0.17490176646589004,-0.8376874078103155,0.13808034194675528,-0.616758860695507,a
0.0,0.0,-0.4240809053155838,0.022617648283497802,-0.8198897502767953,-0.4127720811738349,-1.0008309365447778,-0.8255441623476698,-1.0856471176078946,-1.1648088866001367,-0.6728750364340597,-0.8764338709855398,-0.689838272646683,-1.2100441831671325,-0.5824044433000684,-0.8764338709855398,-0.5088970863787006,-0.638948564008813,-0.3449191363233415,-0.9386324037651588,-0.3675367846068393,-1.2722427159467513,-0.2940294276854714,-0.8029265140641719,-0.27141177940197364,-0.576750031229194,-0.039580884496121155,-0.9329779916942843,-0.033926472425246705,-1.1930809469545092,-0.016963236212623353,-0.7520368054263019,-0.033926472425246705,-0.5597867950165706,0.2996838397563459,-0.8425073985602931,0.30533825182722035,-1.0969559417496435,0.2544485431893503,-0.7859632778515486,0.17528677419710798,-0.6163309157253151,a
0.0,0.0,-0.4350557629621994,0.02597347838580295,-0.8506314171350466,-0.4155756541728472,-1.0324457658356672,-0.8376446779421451,-1.1233529401859776,-1.188286636150485,-0.642843590048623,-0.9025783739066525,-0.7012839164166796,-1.2272468537291894,-0.6103767420663693,-0.889591634713751,-0.5259629373125098,-0.6558303292415245,-0.31817511022608613,-0.9480319610818077,-0.3636286974012413,-1.2986739192901475,-0.3116817406296354,-0.8311513083456944,-0.26622815345448025,-0.5973900028734679,-0.012986739192901475,-0.9415385914853569,-0.03246684798225369,-1.214260114536288,-0.01948010878935221,-0.7597242427847363,-0.02597347838580295,-0.5389496765054113,0.31817511022608613,-0.8571247867314974,0.3116817406296354,-1.1298463097824283,0.24674804466512804,-0.8116711995563421,0.18830771829707138,-0.6103767420663693,a
